file_path,new_file_path,company_name,invoice_total,invoice_date,extraction_method,confidence,processing_time,error
2025-02-07_SCOTIA_$537.16.pdf,2025-02-07_SCOTIA_$537.16_1.pdf,SCOTIA,537.16,2025-02-07,text_extraction,high,0.189494,
