file_path,new_file_path,company_name,invoice_total,invoice_date,extraction_method,confidence,processing_time,error
banque_scotia-$2.00_1.pdf,banque_scotia-$2.00_1.pdf,SCOTIA,0.30,2025-02-07,text_extraction,high,0.158904,
